meta_review	first_author_meta	year_meta	Link_MA	amstar	amstar_rank	intervention_type	intervention_general	intervention_precise	intervention_comment	intervention_label	duration_month	dose	dose_unit	setting	sett_home	sett_clin	sett_class	intervention_imp	parent_imp	prof_imp	tech_imp	outcome_general	outcome_precise	outcome_type	outcome_measure	outcome_test	outcome_observation	outcome_report	link_cct	author	year	design	measure	n_cases	n_controls	multiple_es	reverse_es	value	se	ci_lo	ci_up	mean_cases	sd_cases	mean_controls	sd_controls	mean_change_cases	sd_change_cases	mean_change_controls	sd_change_controls	n_cases_exp	n_exp	n_cases_nexp	n_nexp	n_controls_exp	n_controls_nexp	rob	design_num	low_RoB_num	random_num	attrition_num	reporting_num	blinding_num	RoB_SeqGen	RoB_Conceal	RoB_BlindPers	RoB_BlindOut	RoB_Attrition	RoB_Reporting	type_comp	active_controls	perc_female	mean_age	mean_IQ	available_age	available_IQ	available_control	available_rob	country	continent	diagnostic_criteria	AMS_1_PICO	AMS_2_protocol	AMS_3_selection	AMS_4_search	AMS_5_screening_duplicate	AMS_6_extraction_duplicate	AMS_7_excluded	AMS_8_description	AMS_9_RoB	AMS_10_funding_primary	AMS_11_stat	AMS_12_MA_RoB	AMS_13_interpreting_RoB	AMS_14_heterogeneity	AMS_15_publication_bias	AMS_16_CoI	n_tot	id_row	paper	trial_id	Duration_cct	IQ_cct	Age_cct	min_age_meta	max_age_meta	min_IQ_meta	max_IQ_meta	n_cct_intervention	n_outcome_intervention	outcome_intervention	n_meta_intervention	meta_intervention	URL_meta	min_age_intervention	max_age_intervention	min_IQ_intervention	max_IQ_intervention
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Social-communication	Social-communication	Report	SRS: Social Responsiveness Scale	0	0	100	10.1016/j.jaac.2015.04.007	Gabriels	2015	RCT	SMD	58	58	outcomes	reverse	-0.62		-0.99	-0.24															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	12.9310344827586	10.2	86.5	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	116	99	Chen (2022a)	Gabriels_2015	2-6 months	Average (80-119)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Social-communication	Social-communication	Report	SRS: Social Responsiveness Scale	0	0	100		Pan	2018/2019	RCT	SMD	8	8	outcomes	reverse	-0.44		-1.44	0.55															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	18.75	10.84	101	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	16	100	Chen (2022a)	Pan_2018/2019	2-6 months	Average (80-119)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic horse riding	Therapeutic horse riding	2.76179517	1.16666666666667	hour/week	Clinic	0	100	0			100		Social-communication	Socia awareness	Report	SRS: Social Responsiveness Scale	0	0	100	10.1007/s10803-009-0734-3	Bass	2009	RCT	SMD	19	15	outcomes	reverse	-1.70		-2.49	-0.91															high	100	0	100	100	100	0	low	low	high	high	low	low	WLC ()	0	14.7	7.294118	70	1	1	1	1	USA	North America	DSM-IV-TR	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	34	101	Chen (2022a)	Bass_2009	2-6 months	Limit (70-79)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Equineassisted activities	Equineassisted activities	2.76179517	1.16666666666667	hour/week	Clinic	0	100	0			100		Social-communication	Socia awareness	Report	SRS: Social Responsiveness Scale	0	0	100	10.1163/15685306-12341479	Coman	2018	RCT	SMD	25	25	outcomes	reverse	-0.73		-1.30	-0.16															low	100	100	100	100	100	100	low	low	high	low	low	low	WLC ()	0	16	8.7	70	1	1	1	1	USA	North America	DSM-IV-TR	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	50	102	Chen (2022a)	Coman_2018	2-6 months	Limit (70-79)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Social-communication	Socia awareness	Report	SRS: Social Responsiveness Scale	0	0	100	10.1016/j.jaac.2015.04.007	Gabriels	2015	RCT	SMD	25	25	outcomes	reverse	-0.22		-0.59	0.14															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	12.9310344827586	10.2	86.5	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	50	103	Chen (2022a)	Gabriels_2015	2-6 months	Average (80-119)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Social-communication	Socia awareness	Report	SRS: Social Responsiveness Scale	0	0	100		Pan	2018/2019	RCT	SMD	58	58	outcomes	reverse	-1.43		-2.52	-0.33															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	18.75	10.84	101	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	116	104	Chen (2022a)	Pan_2018/2019	2-6 months	Average (80-119)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic horse riding	Therapeutic horse riding	2.76179517	1.16666666666667	hour/week	Clinic	0	100	0			100		Social-communication	Social cognition	Report	SRS: Social Responsiveness Scale	0	0	100	10.1007/s10803-009-0734-3	Bass	2009	RCT	SMD	8	8	outcomes	reverse	-1.67		-2.46	-0.89															high	100	0	100	100	100	0	low	low	high	high	low	low	WLC ()	0	14.7	7.294118	70	1	1	1	1	USA	North America	DSM-IV-TR	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	16	105	Chen (2022a)	Bass_2009	2-6 months	Limit (70-79)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Equineassisted activities	Equineassisted activities	2.76179517	1.16666666666667	hour/week	Clinic	0	100	0			100		Social-communication	Social cognition	Report	SRS: Social Responsiveness Scale	0	0	100	10.1163/15685306-12341479	Coman	2018	RCT	SMD	25	25	outcomes	reverse	-0.84		-1.42	-0.26															low	100	100	100	100	100	100	low	low	high	low	low	low	WLC ()	0	16	8.7	70	1	1	1	1	USA	North America	DSM-IV-TR	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	50	106	Chen (2022a)	Coman_2018	2-6 months	Limit (70-79)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Social-communication	Social cognition	Report	SRS: Social Responsiveness Scale	0	0	100	10.1016/j.jaac.2015.04.007	Gabriels	2015	RCT	SMD	58	58	outcomes	reverse	-0.45		-0.82	-0.08															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	12.9310344827586	10.2	86.5	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	116	107	Chen (2022a)	Gabriels_2015	2-6 months	Average (80-119)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Social-communication	Social cognition	Report	SRS: Social Responsiveness Scale	0	0	100		Pan	2018/2019	RCT	SMD	8	8	outcomes	reverse	-0.03		-1.01	0.95															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	18.75	10.84	101	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	16	108	Chen (2022a)	Pan_2018/2019	2-6 months	Average (80-119)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic horse riding	Therapeutic horse riding	2.76179517	1.16666666666667	hour/week	Clinic	0	100	0			100		Social-communication	social motivation	Report	SRS: Social Responsiveness Scale	0	0	100	10.1007/s10803-009-0734-3	Bass	2009	RCT	SMD	19	15	outcomes	reverse	-0.46		-1.15	0.22															high	100	0	100	100	100	0	low	low	high	high	low	low	WLC ()	0	14.7	7.294118	70	1	1	1	1	USA	North America	DSM-IV-TR	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	34	109	Chen (2022a)	Bass_2009	2-6 months	Limit (70-79)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Equineassisted activities	Equineassisted activities	2.76179517	1.16666666666667	hour/week	Clinic	0	100	0			100		Social-communication	social motivation	Report	SRS: Social Responsiveness Scale	0	0	100	10.1163/15685306-12341479	Coman	2018	RCT	SMD	25	25	outcomes	reverse	-0.81		-1.39	-0.23															low	100	100	100	100	100	100	low	low	high	low	low	low	WLC ()	0	16	8.7	70	1	1	1	1	USA	North America	DSM-IV-TR	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	50	110	Chen (2022a)	Coman_2018	2-6 months	Limit (70-79)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Social-communication	social motivation	Report	SRS: Social Responsiveness Scale	0	0	100	10.1016/j.jaac.2015.04.007	Gabriels	2015	RCT	SMD	58	58	outcomes	reverse	-0.33		-0.70	0.03															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	12.9310344827586	10.2	86.5	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	116	111	Chen (2022a)	Gabriels_2015	2-6 months	Average (80-119)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Social-communication	social motivation	Report	SRS: Social Responsiveness Scale	0	0	100		Pan	2018/2019	RCT	SMD	8	8	outcomes	reverse	-0.02		-1.00	0.96															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	18.75	10.84	101	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	16	112	Chen (2022a)	Pan_2018/2019	2-6 months	Average (80-119)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Disruptive behaviors	irritability	Report	ABC: Aberrant Behavior Checklist	0	0	100		Pan	2018/2019	RCT	SMD	8	8		reverse	-0.60		-1.36	0.15															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	18.75	10.84	101	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	16	113	Chen (2022a)	Pan_2018/2019	2-6 months	Average (80-119)	6-12 yo	10.2	10.84	86.5	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Disruptive behaviors	irritability	Report	ABC: Aberrant Behavior Checklist	0	0	100	10.1016/j.jaac.2015.04.007	Gabriels	2015	RCT	SMD	58	58		reverse	-0.05		-0.41	0.31															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	12.9310344827586	10.2	86.5	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	116	114	Chen (2022a)	Gabriels_2015	2-6 months	Average (80-119)	6-12 yo	10.2	10.84	86.5	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Restricted/repetitive behaviors	stereotypy	Report	ABC: Aberrant Behavior Checklist	0	0	100	10.1016/j.jaac.2015.04.007	Gabriels	2015	RCT	SMD	58	58		reverse	-0.02		-0.38	0.34															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	12.9310344827586	10.2	86.5	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	116	115	Chen (2022a)	Gabriels_2015	2-6 months	Average (80-119)	6-12 yo	7.38	10.84	86.5	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	1.61104718	1.5	hour/week	Clinic	0	100	0			100		Restricted/repetitive behaviors	stereotypy	Report	ABC: Aberrant Behavior Checklist	0	0	100	10.3390/ijerph14070776.	Harris	2017	RCT	SMD	14	10		reverse	-0.08		-0.90	0.73															high	100	0	100	100	100	0	low	high	high	high	low	low	WLC ()	0	15.3846153846154	7.38		1	0	1	1	UK	UK	Clinician	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	24	116	Chen (2022a)	Harris_2017	< 2 months		6-12 yo	7.38	10.84	86.5	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Restricted/repetitive behaviors	stereotypy	Report	ABC: Aberrant Behavior Checklist	0	0	100		Pan	2018/2019	RCT	SMD	8	8		reverse	-0.22		-1.20	0.76															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	18.75	10.84	101	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	16	117	Chen (2022a)	Pan_2018/2019	2-6 months	Average (80-119)	6-12 yo	7.38	10.84	86.5	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
Chen (2022a)	Chen	2022a	https://doi.org/10.3390/ijerph192114449	1.0	Critically low	Complementary	AAI	HORSE	Therapeutic Horseback Riding	Therapeutic Horseback Riding	2.30149597	0.75	hour/week	Clinic	0	100	0			100		Social-communication	Lethargy	Report	ABC: Aberrant Behavior Checklist	0	0	100	10.1016/j.jaac.2015.04.007	Gabriels	2015	RCT	SMD	58	58	outcomes	reverse	-0.30		-0.67	0.06															high	100	0	100	100	100	0	low	low	high	high	low	low	Placebo ()	0	12.9310344827586	10.2	86.5	1	1	1	1	USA	North America	ADOS2	1	0	1	0.0	0.0	0	0.0	0.5	1.0	0	1	0	0	0	0	1	116	118	Chen (2022a)	Gabriels_2015	2-6 months	Average (80-119)	6-12 yo	7.294118	10.84	70	101	23	10	Social-communication | Disruptive behaviors | Restricted/repetitive behaviors | ADHD symptoms | Overall ASD symptoms | Language (Expressive skills) | Sensory Profile | Adaptive behaviors | Language (Overall skills) | Global cognition (IQ)	5	Chen (2022a) | Dimolareva (2020) | Madigand (2023) | Xiao (2023) | Sandbank (2023)	https://doi.org/10.3390/ijerph192114449 | https://doi.org/10.1007/s1080 3-020-04715 -w | https://doi.org/10.1016/j.pnpbp.2023.110765 | https://doi.org/10.3390/ijerph20032630 | https://doi.org/10.1136/bmj-2023-076733	4.1	11	67	101.5
